#Supplementary Data 2. All alternative splicing events for significantly differentially spliced genes between morphs of Pristionchus pacificus.																				
Gene ID	Splice type	Chromosome	Strand	Exon start	Exon end	Upstream exon start	Upstream exon end	Downstream exon start	Downstream exon end	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
UMM-S10-76.6-mRNA-1	SE	ChrII	+	8913505	8913607	8913321	8913396	8913756	8913822	"7,14,9,6"	"2,0,1,3"	"15,10,18,16"	"4,3,7,6"	180	78	0.045932371	0.440178568	"0.603,1.0,0.796,0.464"	"0.619,0.591,0.527,0.536"	0.147
UMM-S10-85.74-mRNA-1	SE	ChrII	-	9757428	9757788	9757284	9757320	9757901	9757972	"22,44,37,37"	"7,10,14,11"	"48,37,45,47"	"11,9,5,6"	438	78	0.000170333	0.003601268	"0.359,0.439,0.32,0.375"	"0.437,0.423,0.616,0.582"	-0.141
UMM-S10-86.80-mRNA-1	SE	ChrII	-	9898980	9899781	9898580	9898682	9900037	9900129	"682,678,667,721"	"40,38,32,32"	"425,471,500,568"	"42,42,52,32"	879	78	6.32E-09	2.96E-07	"0.602,0.613,0.649,0.667"	"0.473,0.499,0.46,0.612"	0.122
UMM-S10-86.80-mRNA-1	RI	ChrII	-	9898372	9898533	9898372	9898406	9898456	9898533	"9,16,14,11"	"70,71,63,70"	"15,7,8,12"	"59,56,68,67"	128	78	0.038538153	0.193652831	"0.073,0.121,0.119,0.087"	"0.134,0.071,0.067,0.098"	0.008
UMM-S112-11.17-mRNA-1	SE	ChrIII	-	20530232	20530293	20529851	20530082	20530467	20530569	"19,20,17,16"	"40,39,29,48"	"25,32,26,19"	"32,31,27,27"	139	78	1.73E-17	1.53E-15	"0.21,0.223,0.248,0.158"	"0.305,0.367,0.351,0.283"	-0.117
UMM-S112-11.17-mRNA-1	A3SS	ChrIII	-	20530232	20530293	20530232	20530290	20530467	20530569	"4,2,3,5"	"25,20,11,19"	"11,12,4,9"	"13,19,18,7"	81	78	0.000195386	0.004968741	"0.134,0.088,0.208,0.202"	"0.449,0.378,0.176,0.553"	-0.231
UMM-S112-2.26-mRNA-1	A5SS	ChrIII	+	21465266	21465446	21465266	21465436	21465525	21465592	"9,5,5,5"	"22,23,12,27"	"3,9,7,6"	"9,4,6,4"	88	78	2.47E-24	4.02E-22	"0.266,0.162,0.27,0.141"	"0.228,0.666,0.508,0.571"	-0.283
UMM-S112-2.26-mRNA-1	A5SS	ChrIII	+	21465266	21465456	21465266	21465436	21465525	21465592	"6,27,12,14"	"22,23,12,27"	"9,7,11,8"	"9,4,6,4"	98	78	5.50E-05	0.001311305	"0.178,0.483,0.443,0.292"	"0.443,0.582,0.593,0.614"	-0.209
UMM-S112-2.26-mRNA-1	RI	ChrIII	+	21467222	21467452	21467222	21467259	21467322	21467452	"8,15,15,15"	"51,72,57,57"	"4,1,6,8"	"36,36,37,32"	141	78	0.000179367	0.002065386	"0.08,0.103,0.127,0.127"	"0.058,0.015,0.082,0.121"	0.04
UMM-S112-2.26-mRNA-1	A5SS	ChrIII	+	21465266	21465467	21465266	21465436	21465525	21465592	"21,48,26,31"	"22,23,12,27"	"20,13,20,19"	"9,4,6,4"	109	78	0.002246907	0.031914225	"0.406,0.599,0.608,0.451"	"0.614,0.699,0.705,0.773"	-0.182
UMM-S112-2.26-mRNA-1	RI	ChrIII	+	21465113	21465275	21465113	21465212	21465266	21465275	"0,4,1,1"	"0,0,0,0"	"0,1,0,0"	"0,1,0,0"	132	78	0.013095149	0.082819894	"NA,1.0,1.0,1.0"	"NA,0.371,NA,NA"	0.629
UMM-S112-2.26-mRNA-1	A5SS	ChrIII	+	21465266	21465456	21465266	21465446	21465525	21465592	"3,24,8,11"	"6,2,1,2"	"7,3,5,4"	"1,5,1,2"	88	78	0.038679613	0.320113214	"0.307,0.914,0.876,0.83"	"0.861,0.347,0.816,0.639"	0.066
UMM-S13-15.34-mRNA-1	RI	ChrV	+	14536110	14536316	14536110	14536200	14536256	14536316	"1,2,0,1"	"11,6,9,6"	"0,6,1,1"	"4,9,5,2"	134	78	1.93E-10	6.50E-09	"0.05,0.162,0.0,0.088"	"0.0,0.28,0.104,0.225"	-0.077
UMM-S13-15.34-mRNA-1	RI	ChrV	+	14545430	14545677	14545430	14545554	14545627	14545677	"2,3,2,9"	"14,14,9,10"	"2,3,3,5"	"14,23,13,12"	151	78	1.75E-09	5.23E-08	"0.069,0.1,0.103,0.317"	"0.069,0.063,0.107,0.177"	0.043
UMM-S13-15.34-mRNA-1	SE	ChrV	+	14547498	14547572	14545790	14545869	14547651	14547744	"1,0,1,3"	"6,13,5,3"	"0,1,0,0"	"13,9,3,12"	152	78	1.18E-05	0.000342249	"0.079,0.0,0.093,0.339"	"0.0,0.054,0.0,0.0"	0.114
UMM-S13-15.34-mRNA-1	A3SS	ChrV	+	14539893	14540013	14539899	14540013	14539726	14539825	"2,1,0,0"	"0,1,1,0"	"1,1,1,0"	"2,1,1,0"	84	78	1.18E-05	0.000476132	"1.0,0.481,0.0,NA"	"0.317,0.481,0.481,NA"	0.067
UMM-S13-15.34-mRNA-1	SE	ChrV	+	14556941	14556977	14556781	14556871	14557025	14557082	"17,24,21,12"	"2,4,9,3"	"20,28,18,28"	"17,6,16,15"	114	78	0.000206471	0.004298699	"0.853,0.804,0.615,0.732"	"0.446,0.762,0.435,0.561"	0.2
UMM-S13-15.34-mRNA-1	A3SS	ChrV	+	14539480	14539642	14539487	14539642	14539296	14539392	"11,25,17,17"	"6,2,3,2"	"18,12,19,18"	"1,3,1,3"	85	78	0.002698089	0.052428985	"0.627,0.92,0.839,0.886"	"0.943,0.786,0.946,0.846"	-0.062
UMM-S13-15.34-mRNA-1	SE	ChrV	+	14568590	14568733	14568415	14568499	14568800	14568895	"1,0,1,0"	"0,0,0,0"	"0,0,1,3"	"0,0,1,0"	221	78	0.006704146	0.094079993	"1.0,NA,1.0,NA"	"NA,NA,0.261,1.0"	0.369
UMM-S13-15.34-mRNA-1	A5SS	ChrV	+	14539480	14539642	14539480	14539558	14539726	14539825	"1,1,3,2"	"13,18,18,14"	"3,4,4,2"	"11,8,14,14"	162	78	0.009048228	0.103726968	"0.036,0.026,0.074,0.064"	"0.116,0.194,0.121,0.064"	-0.074
UMM-S13-15.34-mRNA-1	SE	ChrV	+	14538590	14538664	14538432	14538516	14538778	14538891	"9,8,14,14"	"1,2,0,1"	"4,9,5,9"	"1,2,1,4"	152	78	0.010154076	0.132588496	"0.822,0.672,1.0,0.878"	"0.672,0.698,0.72,0.536"	0.186
UMM-S13-15.34-mRNA-1	SE	ChrV	+	14538580	14538664	14538432	14538516	14538778	14538891	"26,27,24,32"	"1,2,0,1"	"20,22,13,21"	"1,2,1,4"	162	78	0.022603267	0.250774899	"0.926,0.867,1.0,0.939"	"0.906,0.841,0.862,0.717"	0.102
UMM-S13-15.34-mRNA-1	SE	ChrV	+	14555399	14555447	14555253	14555330	14555497	14555653	"2,4,5,3"	"10,16,4,9"	"10,5,10,4"	"21,13,8,19"	126	78	0.024382412	0.266401621	"0.11,0.134,0.436,0.171"	"0.228,0.192,0.436,0.115"	-0.03
UMM-S13-35.30-mRNA-1	A5SS	ChrV	+	16595208	16595345	16595208	16595263	16595619	16595720	"17,12,22,30"	"0,0,0,0"	"15,16,21,13"	"2,2,0,2"	160	78	0.003132127	0.042542134	"1.0,1.0,1.0,1.0"	"0.785,0.796,1.0,0.76"	0.165
UMM-S13-42.33-mRNA-1	SE	ChrV	+	17230567	17230603	17230208	17230328	17231472	17231552	"12,13,23,10"	"20,23,25,25"	"16,16,9,18"	"13,22,24,16"	114	78	3.67E-05	0.000960461	"0.291,0.279,0.386,0.215"	"0.457,0.332,0.204,0.435"	-0.064
UMM-S13-42.33-mRNA-1	A5SS	ChrV	+	17230537	17230603	17230537	17230573	17231472	17231552	"12,12,21,10"	"26,34,28,28"	"16,15,10,17"	"18,22,15,13"	108	78	0.005259431	0.06665185	"0.25,0.203,0.351,0.205"	"0.391,0.33,0.325,0.486"	-0.131
UMM-S13-55.5-mRNA-2	SE	ChrV	+	18585826	18585985	18585281	18585377	18586433	18586526	"17,13,27,14"	"4,9,7,10"	"15,13,9,6"	"1,6,2,4"	237	78	0.000257559	0.005224172	"0.583,0.322,0.559,0.315"	"0.832,0.416,0.597,0.331"	-0.099
UMM-S13-63.10-mRNA-1	SE	ChrV	-	19424995	19425073	19424846	19424927	19425235	19425388	"19,18,22,16"	"1,2,6,2"	"26,14,13,10"	"4,6,7,3"	156	78	3.46E-09	1.68E-07	"0.905,0.818,0.647,0.8"	"0.765,0.538,0.481,0.625"	0.19
UMM-S13-63.10-mRNA-1	SE	ChrV	-	19424995	19425079	19424846	19424927	19425235	19425388	"19,19,24,17"	"1,2,6,2"	"34,17,13,11"	"4,6,7,3"	162	78	1.84E-08	8.30E-07	"0.901,0.821,0.658,0.804"	"0.804,0.577,0.472,0.638"	0.173
UMM-S13-63.10-mRNA-1	A3SS	ChrV	-	19424995	19425106	19424995	19425103	19425235	19425388	"5,9,9,4"	"0,1,2,1"	"13,9,4,2"	"0,0,2,0"	81	78	3.60E-08	2.04E-06	"1.0,0.897,0.813,0.794"	"1.0,1.0,0.658,1.0"	-0.038
UMM-S13-63.10-mRNA-1	SE	ChrV	-	19424995	19425106	19424846	19424927	19425235	19425388	"29,35,41,30"	"1,2,6,2"	"48,29,23,14"	"4,6,7,3"	189	78	6.41E-08	2.65E-06	"0.923,0.878,0.738,0.861"	"0.832,0.666,0.576,0.658"	0.167
UMM-S13-63.10-mRNA-1	SE	ChrV	-	19424995	19425088	19424846	19424927	19425235	19425388	"25,31,36,25"	"1,2,6,2"	"36,21,20,13"	"4,6,7,3"	171	78	5.26E-07	1.93E-05	"0.919,0.876,0.732,0.851"	"0.804,0.615,0.566,0.664"	0.182
UMM-S13-63.10-mRNA-1	SE	ChrV	-	19424995	19425103	19424846	19424927	19425235	19425388	"24,27,34,27"	"1,2,6,2"	"35,20,21,12"	"4,6,7,3"	186	78	1.04E-05	0.000303482	"0.91,0.85,0.704,0.85"	"0.786,0.583,0.557,0.627"	0.19
UMM-S13-63.10-mRNA-1	A3SS	ChrV	-	19424995	19425103	19424995	19425079	19425235	19425388	"6,8,12,11"	"1,0,2,1"	"8,6,10,2"	"7,3,2,1"	102	78	8.51E-05	0.002343627	"0.821,1.0,0.821,0.894"	"0.466,0.605,0.793,0.605"	0.267
UMM-S13-63.10-mRNA-1	A3SS	ChrV	-	19424995	19425088	19424995	19425079	19425235	19425388	"7,12,14,9"	"1,0,2,1"	"9,7,9,3"	"7,3,2,1"	87	78	0.0002039	0.005160042	"0.863,1.0,0.863,0.89"	"0.535,0.677,0.801,0.729"	0.218
UMM-S13-63.10-mRNA-1	A3SS	ChrV	-	19424846	19425088	19424846	19424927	19425235	19425388	"9,16,19,11"	"1,2,6,2"	"13,7,9,4"	"4,6,7,3"	239	78	0.000683499	0.015677597	"0.746,0.723,0.508,0.642"	"0.515,0.276,0.296,0.303"	0.307
UMM-S13-63.10-mRNA-1	A3SS	ChrV	-	19424995	19425106	19424995	19425079	19425235	19425388	"11,16,19,14"	"1,0,2,1"	"21,15,12,4"	"7,3,2,1"	105	78	0.001312916	0.027924531	"0.891,1.0,0.876,0.912"	"0.69,0.788,0.817,0.748"	0.159
UMM-S13-63.10-mRNA-1	A3SS	ChrV	-	19424846	19425073	19424846	19424927	19425235	19425388	"3,3,5,2"	"1,2,6,2"	"3,0,2,1"	"4,6,7,3"	224	78	0.003094396	0.059147449	"0.511,0.343,0.225,0.258"	"0.207,0.0,0.09,0.104"	0.234
UMM-S13-63.10-mRNA-1	A3SS	ChrV	-	19424995	19425106	19424995	19425088	19425235	19425388	"7,11,12,11"	"3,7,7,6"	"16,14,6,3"	"4,6,3,2"	96	78	0.003716632	0.069176065	"0.655,0.561,0.582,0.598"	"0.765,0.655,0.619,0.549"	-0.048
UMM-S13-68.9-mRNA-1	A3SS	ChrV	-	19906908	19907037	19906908	19906977	19907091	19907204	"8,8,6,6"	"0,0,0,0"	"14,16,20,7"	"2,2,2,1"	138	78	0.001073193	0.023291672	"1.0,1.0,1.0,1.0"	"0.798,0.819,0.85,0.798"	0.184
UMM-S13-68.9-mRNA-1	A3SS	ChrV	-	19906908	19907000	19906908	19906977	19907091	19907204	"12,13,14,12"	"0,0,0,0"	"41,35,43,25"	"2,2,2,1"	101	78	0.040185636	0.471742674	"1.0,1.0,1.0,1.0"	"0.941,0.931,0.943,0.951"	0.058
UMM-S13-7.71-mRNA-1	SE	ChrV	-	13799969	13800212	13799776	13799919	13800286	13800384	"41,55,37,51"	"10,7,4,7"	"31,32,28,33"	"7,13,14,7"	321	78	9.40E-07	3.31E-05	"0.499,0.656,0.692,0.639"	"0.518,0.374,0.327,0.534"	0.183
UMM-S13-7.71-mRNA-1	A3SS	ChrV	-	13800037	13800212	13800037	13800129	13800286	13800384	"8,15,12,11"	"1,0,1,2"	"14,11,10,11"	"2,2,2,1"	161	78	7.64E-06	0.000321421	"0.795,1.0,0.853,0.727"	"0.772,0.727,0.708,0.842"	0.081
UMM-S13-7.71-mRNA-1	SE	ChrV	-	13799969	13800129	13799776	13799919	13800286	13800384	"34,40,26,42"	"10,7,4,7"	"19,23,20,23"	"7,13,14,7"	238	78	0.000195918	0.004115271	"0.527,0.652,0.681,0.663"	"0.471,0.367,0.319,0.518"	0.212
UMM-S13-7.71-mRNA-1	SE	ChrV	-	13799984	13800212	13799776	13799919	13800286	13800384	"37,58,34,50"	"10,7,4,7"	"28,33,28,35"	"7,13,14,7"	306	78	0.00033838	0.006643423	"0.485,0.679,0.684,0.645"	"0.505,0.393,0.338,0.56"	0.174
UMM-S13-7.71-mRNA-1	SE	ChrV	-	13799969	13800046	13799776	13799919	13800286	13800384	"3,4,0,3"	"10,7,4,7"	"3,0,0,0"	"7,13,14,7"	155	78	0.000814857	0.014621575	"0.131,0.223,0.0,0.177"	"0.177,0.0,0.0,0.0"	0.088
UMM-S13-7.71-mRNA-1	SE	ChrV	-	13799984	13800129	13799776	13799919	13800286	13800384	"30,43,23,41"	"10,7,4,7"	"16,24,20,25"	"7,13,14,7"	223	78	0.001865854	0.030388598	"0.512,0.682,0.668,0.672"	"0.444,0.392,0.333,0.555"	0.203
UMM-S13-7.71-mRNA-1	SE	ChrV	-	13800017	13800129	13799776	13799919	13800286	13800384	"23,28,11,31"	"10,7,4,7"	"12,18,17,18"	"7,13,14,7"	190	78	0.003841656	0.058316265	"0.486,0.622,0.53,0.645"	"0.413,0.362,0.333,0.514"	0.165
UMM-S13-7.71-mRNA-1	A5SS	ChrV	-	13800212	13800384	13800286	13800384	13799776	13799919	"29,40,19,24"	"10,7,4,7"	"19,29,19,20"	"7,13,14,7"	152	78	0.005837313	0.072578439	"0.598,0.746,0.709,0.638"	"0.582,0.534,0.411,0.595"	0.142
UMM-S13-7.71-mRNA-1	SE	ChrV	-	13800017	13800212	13799776	13799919	13800286	13800384	"30,43,22,40"	"10,7,4,7"	"24,27,25,28"	"7,13,14,7"	273	78	0.006232365	0.088435384	"0.462,0.637,0.611,0.62"	"0.495,0.372,0.338,0.533"	0.148
UMM-S13-7.71-mRNA-1	SE	ChrV	-	13799984	13800046	13799776	13799919	13800286	13800384	"4,10,5,5"	"10,7,4,7"	"1,5,3,5"	"7,13,14,7"	140	78	0.010566091	0.136907992	"0.182,0.443,0.411,0.285"	"0.074,0.176,0.107,0.285"	0.17
UMM-S13-8.62-mRNA-2	SE	ChrV	-	13887253	13887340	13887019	13887114	13887551	13887681	"136,135,114,158"	"3,2,5,2"	"115,162,148,155"	"1,0,4,1"	165	78	1.18E-24	1.69E-22	"0.955,0.97,0.915,0.974"	"0.982,1.0,0.946,0.987"	-0.025
UMM-S13-8.62-mRNA-2	SE	ChrV	-	13887167	13887340	13887019	13887114	13887551	13887681	"232,247,204,256"	"3,2,5,2"	"192,260,251,264"	"1,0,4,1"	251	78	2.75E-23	3.66E-21	"0.96,0.975,0.927,0.975"	"0.984,1.0,0.951,0.988"	-0.021
UMM-S13-8.62-mRNA-2	SE	ChrV	-	13887253	13887475	13887019	13887114	13887551	13887681	"34,33,25,45"	"3,2,5,2"	"27,44,58,29"	"1,0,4,1"	300	78	3.39E-14	2.48E-12	"0.747,0.811,0.565,0.854"	"0.875,1.0,0.79,0.883"	-0.143
UMM-S13-8.62-mRNA-2	SE	ChrV	-	13887199	13887340	13887019	13887114	13887551	13887681	"356,389,319,380"	"3,2,5,2"	"304,363,386,414"	"1,0,4,1"	219	78	6.13E-09	2.89E-07	"0.977,0.986,0.958,0.985"	"0.991,1.0,0.972,0.993"	-0.012
UMM-S13-81.49-mRNA-1	SE	ChrV	-	21185934	21186008	21185828	21185886	21186358	21186457	"20,13,11,9"	"12,13,4,4"	"22,23,20,22"	"22,20,25,30"	152	78	1.90E-17	1.66E-15	"0.461,0.339,0.585,0.536"	"0.339,0.371,0.291,0.273"	0.162
UMM-S13-81.49-mRNA-1	SE	ChrV	-	21185934	21186029	21185828	21185886	21186358	21186424	"13,15,6,11"	"12,13,4,4"	"21,18,22,23"	"22,20,25,30"	173	78	6.04E-15	4.64E-13	"0.328,0.342,0.403,0.554"	"0.301,0.289,0.284,0.257"	0.124
UMM-S13-81.49-mRNA-1	A3SS	ChrV	-	21185828	21186008	21185828	21185886	21186358	21186424	"10,4,5,4"	"12,13,4,4"	"9,12,8,9"	"22,20,25,30"	200	78	6.77E-09	4.13E-07	"0.245,0.107,0.328,0.281"	"0.138,0.19,0.111,0.105"	0.104
UMM-S13-81.49-mRNA-1	SE	ChrV	-	21185934	21186039	21185828	21185886	21186358	21186457	"11,11,6,5"	"12,13,4,4"	"17,13,13,17"	"22,20,25,30"	183	78	0.001238043	0.021186428	"0.281,0.265,0.39,0.348"	"0.248,0.217,0.181,0.195"	0.111
UMM-S13-84.1-mRNA-2	SE	ChrV	+	21456410	21456495	21455689	21455759	21457117	21457200	"68,91,108,83"	"364,391,402,319"	"197,180,115,80"	"622,368,190,181"	163	78	1.87E-183	1.03E-179	"0.082,0.1,0.114,0.111"	"0.132,0.19,0.225,0.175"	-0.079
UMM-S13-84.1-mRNA-2	SE	ChrV	+	21453068	21453202	21452911	21453039	21453387	21453505	"89,97,125,107"	"20,14,26,26"	"192,99,45,21"	"61,42,18,4"	212	78	2.24E-60	1.28E-57	"0.621,0.718,0.639,0.602"	"0.537,0.464,0.479,0.659"	0.11
UMM-S13-84.1-mRNA-2	SE	ChrV	+	21452905	21453039	21449879	21449936	21453068	21453202	"84,104,100,120"	"251,363,376,374"	"175,156,94,53"	"498,295,190,110"	212	78	1.30E-12	8.60E-11	"0.11,0.095,0.089,0.106"	"0.114,0.163,0.154,0.151"	-0.046
UMM-S13-84.1-mRNA-2	SE	ChrV	+	21452911	21453039	21449879	21449936	21453068	21453202	"84,103,98,120"	"251,363,376,374"	"174,155,94,53"	"498,295,190,110"	206	78	2.92E-12	1.86E-10	"0.112,0.097,0.09,0.108"	"0.117,0.166,0.158,0.154"	-0.047
UMM-S13-84.1-mRNA-2	SE	ChrV	+	21453387	21453615	21452905	21453039	21453770	21453888	"28,19,34,34"	"56,59,61,68"	"81,52,23,6"	"86,84,46,17"	306	78	0.028376713	0.301475217	"0.113,0.076,0.124,0.113"	"0.194,0.136,0.113,0.083"	-0.025
UMM-S13-89.26-mRNA-1	SE	ChrV	+	21942128	21942218	21941895	21941966	21942459	21942586	"18,12,37,21"	"12,9,13,11"	"7,9,8,5"	"15,16,18,11"	168	78	2.35E-15	1.87E-13	"0.411,0.382,0.569,0.47"	"0.178,0.207,0.171,0.174"	0.275
UMM-S13-89.26-mRNA-1	SE	ChrV	+	21942128	21942293	21941895	21941966	21942459	21942586	"14,7,23,11"	"12,9,13,11"	"5,8,5,3"	"15,16,18,11"	243	78	4.44E-12	2.78E-10	"0.272,0.2,0.362,0.243"	"0.097,0.138,0.082,0.08"	0.17
UMM-S13-9.39-mRNA-1	RI	ChrV	-	13930474	13930722	13930474	13930550	13930664	13930722	"22,16,19,21"	"134,135,131,134"	"17,11,16,18"	"101,142,112,137"	192	78	3.25E-05	0.000477074	"0.063,0.046,0.056,0.06"	"0.064,0.031,0.055,0.051"	0.006
UMM-S13-9.39-mRNA-1	SE	ChrV	-	13911979	13912444	13911573	13911725	13912576	13912930	"14,22,17,22"	"5,8,5,9"	"31,22,46,39"	"5,6,2,2"	543	78	0.000354655	0.00692184	"0.287,0.283,0.328,0.26"	"0.471,0.345,0.768,0.737"	-0.291
UMM-S13-9.39-mRNA-1	SE	ChrV	-	13915237	13915444	13914631	13914775	13915582	13915633	"1,4,2,2"	"2,1,1,2"	"12,11,9,11"	"0,1,1,3"	285	78	0.000917159	0.016267769	"0.12,0.523,0.354,0.215"	"1.0,0.751,0.711,0.501"	-0.438
UMM-S13-9.39-mRNA-1	A3SS	ChrV	-	13931015	13931149	13931015	13931106	13931884	13932007	"5,0,5,5"	"124,119,93,103"	"3,4,2,3"	"97,107,97,108"	121	78	0.031171877	0.393727657	"0.025,0.0,0.033,0.03"	"0.02,0.024,0.013,0.018"	0.003
UMM-S139-25.38-mRNA-1	SE	ChrI	-	26504088	26504245	26503887	26503974	26506093	26506219	"1,3,1,2"	"4,4,2,1"	"4,5,2,0"	"1,2,0,0"	235	78	1.50E-06	5.11E-05	"0.077,0.199,0.142,0.399"	"0.57,0.453,1.0,NA"	-0.47
UMM-S139-25.38-mRNA-1	SE	ChrI	-	26503887	26503974	26503430	26503532	26506093	26506219	"10,20,11,14"	"9,9,25,10"	"14,17,17,11"	"7,16,6,1"	165	78	0.001295871	0.022016492	"0.344,0.512,0.172,0.398"	"0.486,0.334,0.573,0.839"	-0.202
UMM-S196-11.26-mRNA-2	SE	ChrI	+	37939469	37939484	37939312	37939388	37940207	37940309	"12,13,32,19"	"28,37,52,46"	"23,23,19,10"	"29,24,15,9"	93	78	7.06E-08	2.90E-06	"0.264,0.228,0.34,0.257"	"0.399,0.446,0.515,0.482"	-0.188
UMM-S196-11.26-mRNA-2	A5SS	ChrI	+	37926701	37926832	37926701	37926827	37926971	37927194	"4,8,11,11"	"40,56,61,50"	"12,11,5,4"	"72,62,65,50"	83	78	2.62E-05	0.000707298	"0.086,0.118,0.145,0.171"	"0.135,0.143,0.067,0.07"	0.026
UMM-S196-20.20-mRNA-1	RI	ChrI	-	38838969	38839181	38838969	38839012	38839082	38839181	"1,6,3,2"	"28,39,34,35"	"9,3,3,5"	"18,23,19,17"	148	78	7.80E-18	5.04E-16	"0.018,0.075,0.044,0.029"	"0.209,0.064,0.077,0.134"	-0.08
UMM-S196-20.20-mRNA-1	A5SS	ChrI	-	38838766	38839012	38838857	38839012	38838513	38838703	"14,21,24,14"	"8,5,6,4"	"11,10,10,9"	"9,3,5,5"	169	78	9.50E-17	9.48E-15	"0.447,0.66,0.649,0.618"	"0.361,0.606,0.48,0.454"	0.118
UMM-S196-20.20-mRNA-1	A5SS	ChrI	-	38838707	38838829	38838766	38838829	38838513	38838703	"0,1,0,0"	"1,0,3,0"	"0,0,0,0"	"0,3,0,0"	137	78	3.07E-05	0.000812628	"0.0,1.0,0.0,NA"	"NA,0.0,NA,NA"	0.333
UMM-S196-20.20-mRNA-1	A5SS	ChrI	-	38838840	38839012	38838857	38839012	38838513	38838703	"8,11,12,10"	"8,5,6,4"	"5,4,2,4"	"9,3,5,5"	95	78	0.000315913	0.005509068	"0.451,0.644,0.622,0.672"	"0.313,0.523,0.247,0.396"	0.228
UMM-S196-20.20-mRNA-1	A5SS	ChrI	-	38838840	38839012	38838885	38839012	38838513	38838703	"9,16,17,10"	"2,2,0,1"	"6,7,3,8"	"0,1,2,1"	123	78	0.001371676	0.020792392	"0.741,0.835,1.0,0.864"	"1.0,0.816,0.488,0.835"	0.075
UMM-S196-20.20-mRNA-1	A5SS	ChrI	-	38838829	38839012	38838857	38839012	38838513	38838703	"10,18,15,8"	"8,5,6,4"	"7,4,9,8"	"9,3,5,5"	106	78	0.003617244	0.048372923	"0.479,0.726,0.648,0.595"	"0.364,0.495,0.57,0.541"	0.12
UMM-S196-20.20-mRNA-1	A5SS	ChrI	-	38838857	38839012	38838885	38839012	38838513	38838703	"9,10,11,4"	"2,2,0,1"	"10,6,6,9"	"0,1,2,1"	106	78	0.014249881	0.148281633	"0.768,0.786,1.0,0.746"	"1.0,0.815,0.688,0.869"	-0.018
UMM-S196-22.47-mRNA-1	SE	ChrI	+	39021690	39021873	39021464	39021562	39022846	39022925	"19,25,26,22"	"2,7,4,2"	"36,32,15,19"	"2,0,1,1"	261	78	1.32E-70	9.93E-68	"0.74,0.516,0.66,0.767"	"0.843,1.0,0.818,0.85"	-0.207
UMM-S196-22.47-mRNA-1	SE	ChrI	+	39019862	39019913	39019641	39019738	39020299	39020402	"3,5,3,3"	"3,7,16,9"	"6,6,2,6"	"10,12,10,13"	129	78	0.036598057	0.369129027	"0.377,0.302,0.102,0.168"	"0.266,0.232,0.108,0.218"	0.031
UMM-S196-26.82-mRNA-1	RI	ChrI	-	39379624	39379856	39379624	39379699	39379741	39379856	"2,1,6,0"	"20,32,24,16"	"2,1,2,0"	"24,23,17,14"	120	78	0.000217211	0.00245259	"0.061,0.02,0.14,0.0"	"0.051,0.027,0.071,0.0"	0.018
UMM-S196-26.82-mRNA-1	SE	ChrI	-	39390397	39390460	39389600	39389661	39390571	39390703	"9,23,20,19"	"0,3,1,2"	"17,12,9,17"	"4,5,5,2"	141	78	0.001510328	0.025117947	"1.0,0.809,0.917,0.84"	"0.702,0.57,0.499,0.825"	0.242
UMM-S196-26.82-mRNA-1	RI	ChrI	-	39379741	39379989	39379741	39379856	39379936	39379989	"5,7,4,9"	"1,6,6,5"	"4,7,6,4"	"5,8,6,8"	158	78	0.011162681	0.073253431	"0.712,0.365,0.248,0.471"	"0.283,0.302,0.331,0.198"	0.17
UMM-S196-6.0-mRNA-1	A5SS	ChrI	+	37402664	37402897	37402664	37402823	37403181	37403244	"9,12,13,12"	"78,69,73,86"	"5,8,9,7"	"93,82,78,84"	152	78	7.70E-33	2.08E-30	"0.056,0.082,0.084,0.067"	"0.027,0.048,0.056,0.041"	0.029
UMM-S196-6.0-mRNA-1	SE	ChrI	+	37399920	37399995	37399612	37399750	37400576	37400798	"98,119,128,106"	"19,20,14,23"	"141,132,118,106"	"12,9,7,8"	153	78	4.61E-20	5.26E-18	"0.724,0.752,0.823,0.701"	"0.857,0.882,0.896,0.871"	-0.126
UMM-S196-6.0-mRNA-1	A5SS	ChrI	+	37399612	37399755	37399612	37399750	37399920	37399995	"7,2,3,2"	"55,69,62,70"	"4,3,2,1"	"78,93,73,70"	83	78	3.96E-07	1.47E-05	"0.107,0.027,0.043,0.026"	"0.046,0.029,0.025,0.013"	0.022
UMM-S196-6.0-mRNA-1	A3SS	ChrI	+	37403864	37403968	37403870	37403968	37403181	37403244	"61,83,74,73"	"3,1,1,2"	"72,82,80,81"	"4,0,1,1"	84	78	0.022954737	0.310612504	"0.95,0.987,0.986,0.971"	"0.944,1.0,0.987,0.987"	-0.006
UMM-S207-0.51-mRNA-1	SE	ChrI	-	31669281	31669339	31668028	31668156	31669385	31669460	"22,19,15,11"	"2,3,1,6"	"35,53,40,38"	"3,4,2,6"	136	78	3.89E-12	2.45E-10	"0.863,0.784,0.896,0.513"	"0.87,0.884,0.92,0.784"	-0.101
UMM-S207-0.51-mRNA-1	RI	ChrI	-	31670943	31671178	31670943	31671039	31671081	31671178	"2,1,2,2"	"12,19,6,13"	"1,8,4,4"	"20,15,17,14"	120	78	4.65E-05	0.00065238	"0.098,0.033,0.178,0.091"	"0.031,0.257,0.133,0.157"	-0.045
