"","A10_S18_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A11_S21_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A7_S12_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","A9_S15_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B10_S19_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B11_S22_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B7_S13_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","B9_S16_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C2_S6_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","C7_S14_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D0_S1_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D1_S4_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D3_S8_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D4_S10_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","D5_S11_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E0_S2_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E1_S5_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","E2_S7_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam","F10_S20_R1.fastq.gz.STAR.Aligned.sortedByCoord.out.bam"
"dp_gene273",0,1,1,2,0,1,1,0,0,0,3,1,1,2,0,3,0,1,2
"dp_gene274",1,0,1,0,0,0,1,0,2,0,2,2,0,0,1,1,2,0,1
"dp_gene275",5,7,4,8,5,4,2,1,4,9,0,3,2,2,1,8,11,7,18
"dp_gene276",0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,3,0,0,1
"dp_gene277",0,3,0,0,3,2,3,1,2,0,0,0,0,0,0,2,0,0,0
"dp_gene278",2,3,1,1,2,4,1,3,1,0,1,1,0,0,0,0,0,3,3
"dp_gene279",0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,4
"dp_gene280",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"dp_gene281",0,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,1,1
"dp_gene282",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene283",0,0,4,0,1,0,2,0,0,0,1,1,1,2,2,2,1,8,3
"dp_gene284",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene285",0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
"dp_gene286",29,22,36,37,29,46,73,41,45,62,39,57,8,37,65,47,53,38,67
"dp_gene287",85,69,87,95,43,71,88,51,39,93,18,21,3,9,18,11,8,8,3
"dp_gene288",322,315,267,256,349,409,662,386,434,459,287,370,87,152,434,422,339,304,699
"dp_gene289",86,68,84,91,42,67,87,47,39,93,17,20,2,7,18,9,7,8,2
"dp_gene290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene293",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene295",0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,4,0,0
"dp_gene296",0,0,0,0,0,1,0,0,0,0,1,3,0,0,4,8,10,11,1
"dp_gene297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene299",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene300",34,15,10,6,1,1,3,2,2,1,0,2,0,0,2,8,5,3,5
"dp_gene301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene302",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene303",1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene304",0,1,0,0,2,2,0,1,5,0,0,0,0,1,0,2,0,0,2
"dp_gene305",1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"dp_gene306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene307",2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"dp_gene308",3,1,0,3,1,3,3,0,0,2,1,0,0,0,0,3,0,0,1
"dp_gene309",0,0,2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0
"dp_gene310",76,73,56,67,82,99,141,89,114,154,117,170,32,69,178,359,242,258,260
"dp_gene311",1,0,2,3,5,6,5,1,4,4,2,4,3,5,2,29,16,13,42
"dp_gene312",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"dp_gene314",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"dp_gene315",0,1,2,2,2,0,1,0,0,4,0,0,0,0,1,2,1,1,0
"dp_gene316",1,1,0,2,1,1,3,0,1,2,0,1,0,0,1,1,1,1,0
"dp_gene317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene318",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene319",59,42,46,25,1,3,8,0,4,2,1,2,0,0,1,4,8,5,1
"dp_gene320",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene322",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene323",3,1,3,0,3,0,2,2,1,3,2,1,0,0,0,3,1,0,1
"dp_gene324",2,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0
"dp_gene325",145,224,208,269,144,170,295,142,217,220,93,112,40,49,128,84,85,65,29
"dp_gene326",0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"dp_gene327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene328",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"dp_gene329",3,5,2,4,1,4,3,3,1,1,5,5,1,0,6,23,11,15,5
"dp_gene330",0,0,0,0,0,0,0,0,0,2,5,2,0,2,2,4,1,6,2
"dp_gene331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene332",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene333",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene334",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0
"dp_gene335",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene336",0,1,2,1,1,2,1,2,0,1,0,0,0,0,6,2,1,1,0
"dp_gene337",1,2,1,0,3,5,3,2,0,6,0,0,0,0,0,0,0,0,0
"dp_gene338",1,0,2,0,3,2,1,1,1,0,0,3,0,1,0,1,0,0,0
"dp_gene339",3,1,1,1,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0
"dp_gene340",0,2,1,5,0,0,0,1,0,1,2,2,0,2,1,2,5,8,4
"dp_gene341",1,6,4,7,3,1,4,3,8,2,6,5,0,0,4,7,4,7,1
"dp_gene342",20,9,16,31,31,55,77,31,72,70,27,42,7,12,65,36,52,48,15
"dp_gene343",1,0,0,2,1,2,4,0,6,0,0,2,0,0,0,1,3,4,1
"dp_gene344",0,0,1,0,3,2,2,1,2,0,1,0,0,0,1,2,2,0,1
"dp_gene345",2,1,0,3,0,0,2,0,0,0,1,1,0,0,2,0,0,0,1
"dp_gene346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"dp_gene347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene350",1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene351",2,1,0,1,1,0,3,0,1,1,0,0,0,0,1,0,0,0,0
"dp_gene352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene353",1,1,0,1,1,1,2,0,1,0,0,0,0,0,0,1,1,0,0
"dp_gene354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene355",0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"dp_gene356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene357",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"dp_gene358",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene359",0,0,6,0,0,2,0,0,0,0,1,1,0,0,1,9,2,6,10
"dp_gene360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dp_gene365",1,7,6,4,7,2,2,2,0,1,0,0,0,3,0,0,1,1,0
"dp_gene366",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene367",1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
"dp_gene368",7,9,9,6,0,0,1,1,0,0,0,0,0,1,1,0,0,0,6
"dp_gene369",0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene370",25,66,43,43,139,126,107,75,46,52,15,6,2,3,28,6,5,10,9
"dp_gene371",0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"dp_gene372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene373",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene375",12,28,26,59,85,89,59,61,32,33,30,17,10,5,26,15,14,7,40
"dp_gene376",1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"dp_gene377",0,10,6,14,38,49,31,32,10,19,15,6,3,1,14,8,3,4,9
"dp_gene378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene379",1,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0
"dp_gene380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
"dp_gene385",4,1,2,2,0,0,5,1,4,1,1,0,0,2,0,2,0,1,2
"dp_gene386",0,2,2,4,15,3,18,2,14,6,23,32,11,18,46,67,61,65,10
"dp_gene387",0,0,0,2,1,1,0,0,1,2,0,0,0,1,0,1,0,0,1
"dp_gene388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene389",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"dp_gene392",3,8,15,25,22,6,39,3,11,9,26,6,0,2,33,23,20,10,25
"dp_gene393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene394",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0
"dp_gene395",0,0,0,0,0,0,0,0,5,0,0,6,5,1,6,32,37,20,0
"dp_gene396",0,2,2,2,3,0,3,0,3,2,2,5,2,1,5,6,9,7,3
"dp_gene397",262,218,197,172,156,168,238,146,152,178,109,115,40,37,121,123,120,106,40
"dp_gene398",19,15,28,18,1,3,2,0,0,0,1,1,0,0,0,2,6,0,1
"dp_gene399",1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0
"dp_gene400",0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,1,0
"dp_gene401",0,2,0,0,1,1,0,1,2,3,0,0,2,0,3,2,1,3,2
"dp_gene402",5,1,1,4,3,0,4,3,4,2,0,0,0,0,0,0,3,0,1
"dp_gene403",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dp_gene404",0,0,0,0,0,1,4,0,2,0,2,2,4,0,0,1,3,0,1
"dp_gene405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene406",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"dp_gene407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene408",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"dp_gene409",0,0,2,2,1,0,5,0,2,0,3,0,0,0,4,2,0,5,0
"dp_gene410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene413",0,6,4,6,8,2,4,1,0,1,0,3,0,0,3,3,0,1,38
"dp_gene414",19,18,30,12,14,8,23,22,7,16,227,167,66,123,319,642,367,310,295
"dp_gene415",0,1,6,6,0,0,3,1,2,1,2,0,0,0,8,8,1,0,1
"dp_gene416",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
"dp_gene417",4065,6211,7023,7342,15332,16435,24470,14636,16789,20023,8272,11089,3494,4883,12333,8405,6593,6405,3663
"dp_gene418",0,3,0,2,2,2,2,3,2,0,1,1,0,0,1,0,0,0,0
"dp_gene419",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
"dp_gene420",0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0
"dp_gene421",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene423",0,2,0,0,7,2,6,2,2,6,3,1,0,3,2,5,5,2,4
"dp_gene424",3,3,2,0,10,12,10,2,13,10,13,9,2,5,9,5,8,5,2
"dp_gene425",1,3,3,2,0,3,1,1,2,0,1,1,2,0,0,6,2,0,3
"dp_gene426",0,1,0,0,3,1,3,2,0,0,2,0,0,0,2,7,5,5,0
"dp_gene427",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene428",0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,8
"dp_gene429",223,262,226,220,256,260,326,212,257,243,94,100,33,28,94,70,37,60,36
"dp_gene430",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene431",6,1,3,1,1,1,1,0,1,0,0,1,0,0,0,3,2,0,1
"dp_gene432",3,2,7,0,0,0,0,0,2,1,1,1,0,2,0,0,4,1,0
"dp_gene433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1
"dp_gene435",0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,2,4,0,0
"dp_gene436",5,6,1,4,7,13,10,4,3,12,3,0,2,1,4,3,5,5,2
"dp_gene437",0,2,15,4,214,142,109,104,142,51,128,55,9,7,129,27,0,1,268
"dp_gene438",0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0
"dp_gene439",1,1,0,2,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0
"dp_gene440",0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"dp_gene441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene444",0,1,6,3,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0
"dp_gene445",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene446",28,19,31,19,12,11,7,5,11,14,2,1,2,0,3,3,1,0,7
"dp_gene447",13,20,12,18,1,4,5,3,0,3,0,0,0,0,0,1,3,1,0
"dp_gene448",15,19,32,34,34,24,31,12,21,21,6,19,0,3,6,18,15,8,7
"dp_gene449",1,4,2,1,0,0,2,3,0,1,1,0,0,0,0,0,0,1,2
"dp_gene450",2,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"dp_gene451",1,5,1,2,0,0,0,1,2,1,0,2,0,0,1,0,0,0,0
"dp_gene452",0,2,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene453",3,1,2,0,2,4,8,5,2,1,1,0,0,0,1,1,1,4,1
"dp_gene454",0,0,0,0,0,0,1,0,1,1,1,1,0,0,3,2,0,0,1
"dp_gene455",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"dp_gene456",0,3,1,0,2,1,3,3,1,3,0,2,0,0,1,0,0,2,5
"dp_gene457",0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dp_gene458",0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0
"dp_gene459",0,0,0,0,2,0,0,0,4,0,4,4,1,2,1,4,3,1,2
"dp_gene460",0,5,0,7,12,3,4,1,6,7,1,2,0,3,5,1,1,5,1
"dp_gene461",5,9,12,9,21,18,24,12,9,14,5,18,9,15,8,42,69,41,2
"dp_gene462",28,31,40,45,43,63,68,65,40,54,22,29,8,11,31,16,13,11,5
"dp_gene463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"dp_gene464",151,210,173,164,160,199,330,168,160,219,60,88,19,29,70,36,28,41,12
"dp_gene465",1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene466",18,9,19,25,38,36,60,29,44,42,20,39,23,22,34,32,34,29,7
"dp_gene467",37,47,57,57,80,80,137,70,95,79,75,72,31,28,83,54,19,25,19
"dp_gene468",1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"dp_gene469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene470",3,3,0,0,0,1,1,0,11,6,4,3,0,0,12,0,1,1,0
"dp_gene471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene472",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene476",0,0,0,3,3,3,3,1,1,1,12,9,3,6,17,20,7,11,6
"dp_gene477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene480",0,8,4,10,16,28,19,14,14,12,24,27,7,4,22,26,37,19,45
"dp_gene481",3,11,14,12,18,24,13,10,5,17,4,7,2,0,1,15,3,6,5
"dp_gene482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene483",0,2,3,5,6,2,1,2,0,0,0,0,0,0,1,1,0,0,2
"dp_gene484",0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0
"dp_gene485",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"dp_gene486",18,18,17,4,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0
"dp_gene487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene488",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dp_gene489",26,32,33,26,44,66,94,41,112,63,80,75,14,41,60,94,86,68,58
"dp_gene490",0,2,1,1,0,2,4,0,4,2,17,6,7,15,7,23,17,30,4
"dp_gene491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"dp_gene493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"dp_gene494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene495",0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene498",3,4,2,1,1,3,1,1,0,0,0,0,0,1,0,1,2,0,3
"dp_gene499",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene503",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"dp_gene505",7,5,5,4,1,0,1,1,0,2,0,0,0,2,0,2,3,5,0
"dp_gene506",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene507",1,11,5,2,2,10,3,2,1,3,11,14,7,12,24,24,22,21,14
"dp_gene508",13,13,13,12,7,7,4,1,3,4,3,9,0,3,6,12,6,6,3
"dp_gene509",4,5,7,10,6,1,1,4,3,2,1,3,0,2,3,5,0,3,0
"dp_gene510",1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene511",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"dp_gene512",0,0,0,0,1,0,3,2,2,1,1,1,2,0,1,1,0,0,4
"dp_gene513",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
"dp_gene514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene515",1,1,0,0,0,0,1,0,0,0,1,2,0,0,0,3,8,0,13
"dp_gene516",1142,1300,1397,1307,927,1067,1533,1002,922,1082,460,575,182,202,578,445,331,333,183
"dp_gene517",0,2,1,2,5,2,4,0,2,1,0,4,0,0,1,2,0,1,0
"dp_gene518",30,34,23,51,46,75,114,60,57,59,24,32,22,11,36,49,51,42,18
"dp_gene519",31,31,15,23,17,13,23,8,9,11,11,15,0,6,9,22,17,12,7
"dp_gene520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"dp_gene522",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene523",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"dp_gene524",0,1,4,3,5,3,10,4,6,7,1,3,0,2,8,3,6,0,0
"dp_gene525",0,0,1,0,2,0,1,0,8,1,17,22,5,6,26,37,25,19,24
"dp_gene526",3,1,0,3,7,0,3,2,1,1,0,1,2,0,0,0,0,0,4
"dp_gene527",11,16,9,8,20,30,53,20,43,26,42,41,20,24,43,61,76,58,44
"dp_gene528",7,3,7,6,14,13,5,4,2,4,2,4,1,0,3,4,2,6,2
"dp_gene529",1,3,2,4,5,4,5,4,2,2,4,6,0,1,3,3,7,3,1
"dp_gene530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"dp_gene531",0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,3,1
"dp_gene532",6,3,2,3,9,5,2,6,3,1,0,1,0,0,4,2,2,0,0
"dp_gene533",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene534",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene535",1,0,4,3,1,3,4,1,5,0,2,3,0,3,3,4,1,1,1
"dp_gene536",1,0,2,2,2,2,0,1,4,0,4,0,0,0,0,0,0,3,0
"dp_gene537",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"dp_gene538",6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
"dp_gene539",7,5,8,4,1,3,9,0,2,1,2,1,0,0,0,2,0,3,8
"dp_gene540",265,287,328,320,243,264,508,287,188,219,57,90,41,32,92,45,28,32,26
"dp_gene541",1517,1210,1303,955,818,959,1592,933,1530,1409,1401,1620,402,833,2036,3022,1570,1997,2928
"dp_gene542",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene545",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene547",0,1,2,2,8,6,12,7,8,11,6,10,3,1,11,15,7,12,2
"dp_gene548",0,0,0,0,3,2,2,0,3,2,3,1,0,0,2,2,1,0,0
"dp_gene549",5,0,2,1,0,0,2,1,0,0,1,2,0,1,6,17,18,14,21
"dp_gene550",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1
"dp_gene551",3,5,4,3,5,1,5,3,1,2,0,5,0,1,1,3,4,6,5
"dp_gene552",1,12,4,3,4,5,8,2,0,2,2,3,0,0,3,5,6,2,5
"dp_gene553",1,5,1,3,2,1,2,0,1,2,0,0,0,0,1,1,0,1,1
"dp_gene554",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dp_gene555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"dp_gene556",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"dp_gene557",0,0,2,0,0,0,1,0,2,0,11,0,2,0,9,8,4,9,6
"dp_gene558",1,10,6,7,35,42,54,16,41,36,29,23,7,19,29,24,19,17,12
"dp_gene559",61,47,29,28,8,3,10,4,1,4,0,0,0,0,1,3,2,0,3
