UMM-S273-2.27-mRNA-1	GO:0008289
UMM-S60-9.44-mRNA-1	GO:0005739
UMM-S2868-25.41-mRNA-1	GO:0005739
UMM-S2868-24.19-mRNA-1	GO:0016021
UMM-S2864-30.15-mRNA-1	GO:0005524
UMM-S2868-25.42-mRNA-1	GO:0005524
UMM-S2868-25.43-mRNA-1	GO:0070847
UMM-S2868-25.47-mRNA-1	GO:0048476
UMM-S2868-25.39-mRNA-1	GO:0016021
UMM-S2868-26.40-mRNA-1	GO:0005634
UMM-S2868-26.31-mRNA-1	GO:0016021
UMM-S2868-26.32-mRNA-1	GO:0016021
UMM-S2868-26.41-mRNA-4	GO:0003727
UMM-S2868-26.33-mRNA-1	GO:0042626
UMM-S2868-26.45-mRNA-2	GO:0016020
UMA-S2868-26.7-mRNA-1	GO:0046872
UMM-S2868-26.38-mRNA-1	GO:0006508
UMM-S2868-26.47-mRNA-1	GO:0009925
UMM-S2847-17.18-mRNA-1	GO:0003735
UMM-S2847-16.13-mRNA-1	GO:0006468
UMM-S2847-16.24-mRNA-1	GO:0006468
UMM-S2840-60.17-mRNA-2	GO:0003924
UMM-S2847-16.2-mRNA-1	GO:0003924
UMM-S2847-16.25-mRNA-1	GO:0016021
UMA-S440-1.74-mRNA-1	GO:0004064
UMM-S2847-15.44-mRNA-1	GO:0004064
UMM-S2847-15.38-mRNA-1	GO:0016020
UMM-S2847-15.42-mRNA-1	GO:0016021
UMS-S2847-15.14-mRNA-1	GO:0010468
UMM-S2847-15.0-mRNA-1	GO:0003676
UMM-S2847-14.12-mRNA-1	GO:0016021
UMA-S2840-50.48-mRNA-1	GO:0003735
UMM-S2859-10.68-mRNA-1	GO:0003735
UMA-S2847-14.26-mRNA-1	GO:0090114
UMM-S13-11.3-mRNA-1	GO:0090114
UMM-S2847-14.10-mRNA-1	GO:0004672
UMM-S2847-13.9-mRNA-1	GO:0042302
UMM-S2847-13.39-mRNA-1	GO:0030198
UMA-S2847-13.58-mRNA-1	GO:0030198
UMM-S71-7.77-mRNA-1	GO:0016020
UMM-S41-56.48-mRNA-1	GO:0016020
UMM-S2847-13.14-mRNA-1	GO:0016020
UMM-S2847-12.27-mRNA-1	GO:0003676
UMM-S2847-12.9-mRNA-1	GO:0003676
UMM-S2847-12.8-mRNA-1	GO:0005615
UMM-S2847-12.17-mRNA-1	GO:0005615
UMM-S2847-12.3-mRNA-1	GO:0016298
UMA-S41-29.69-mRNA-1	GO:0006508
UMA-S41-60.11-mRNA-1	GO:0006508
UMM-S10-3.18-mRNA-1	GO:0006508
UMM-S2842-5.46-mRNA-1	GO:0006508
UMM-S7-67.67-mRNA-1	GO:0006508
UMM-S66-19.60-mRNA-1	GO:0006508
UMM-S2838-37.77-mRNA-1	GO:0006508
UMM-S60-32.40-mRNA-2	GO:0031492
UMM-S60-37.75-mRNA-1	GO:0006887
UMM-S60-31.41-mRNA-1	GO:0005737
UMM-S13-3.13-mRNA-1	GO:0005737
UMM-S60-31.40-mRNA-1	GO:0016020
UMM-S60-31.36-mRNA-3	GO:0016740
UMA-S60-31.44-mRNA-1	GO:0015074
UMA-S60-30.13-mRNA-1	GO:0016021
UMA-S60-30.18-mRNA-1	GO:0008137
UMA-S60-30.17-mRNA-1	GO:0045944
UMM-S60-30.26-mRNA-1	GO:0006357
UMM-S60-30.0-mRNA-1	GO:0008061
UMM-S2838-8.60-mRNA-1	GO:0008061
UMM-S283-11.45-mRNA-1	GO:0008061
UMM-S60-30.25-mRNA-1	GO:0003676
UMM-S60-29.22-mRNA-1	GO:0032959
UMM-S60-29.5-mRNA-1	GO:0004435
UMM-S60-29.16-mRNA-1	GO:0005634
UMM-S60-29.29-mRNA-1	GO:0005634
UMM-S60-29.2-mRNA-1	GO:0016787
UMM-S60-29.25-mRNA-1	GO:0016310
UMM-S50-40.34-mRNA-1	GO:0008375
UMM-S60-29.18-mRNA-1	GO:0008375
UMM-S41-2.66-mRNA-1	GO:0008375
UMM-S2840-40.39-mRNA-1	GO:0008375
UMA-S398-1.0-mRNA-1	GO:0008375
UMM-S60-36.54-mRNA-1	GO:0008375
UMM-S13-9.28-mRNA-1	GO:0008375
UMM-S2864-29.21-mRNA-1	GO:0008375
UMM-S7-92.24-mRNA-1	GO:0008375
UMM-S60-29.7-mRNA-1	GO:0003676
UMM-S60-28.3-mRNA-1	GO:0003723
UMM-S60-28.40-mRNA-1	GO:0016020
UMM-S60-28.5-mRNA-1	GO:0016021
UMM-S60-28.1-mRNA-3	GO:0016301
UMM-S60-28.37-mRNA-1	GO:0005874
UMA-S60-28.12-mRNA-1	GO:0044212
UMS-S2838-37.1-mRNA-1	GO:0003677
UMM-S60-27.55-mRNA-1	GO:0003677
UMM-S60-27.32-mRNA-1	GO:0005634
UMM-S60-26.30-mRNA-1	GO:0005634
UMM-S60-31.17-mRNA-1	GO:0005634
UMM-S60-27.53-mRNA-1	GO:0003677
UMM-S2847-17.8-mRNA-1	GO:0016021
UMM-S2847-18.19-mRNA-1	GO:0005524
UMM-S2847-18.22-mRNA-1	GO:0003723
UMA-S2847-19.8-mRNA-1	GO:0004445
UMM-S2847-19.5-mRNA-1	GO:0003723
UMM-S2847-19.3-mRNA-1	GO:0009982
UMM-S2847-19.6-mRNA-1	GO:0016020
UMS-S2873-0.12-mRNA-1	GO:0046872
UMM-S2847-20.17-mRNA-1	GO:0046872
UMM-S2847-20.18-mRNA-1	GO:0003676
UMM-S2847-21.32-mRNA-1	GO:0005840
UMM-S2847-21.25-mRNA-1	GO:0016020
UMM-S2847-21.34-mRNA-1	GO:0006629
UMM-S2847-21.39-mRNA-1	GO:0070507
UMM-S2847-21.36-mRNA-1	GO:0097602
UMM-S2847-22.3-mRNA-1	GO:0043967
UMM-S2847-22.4-mRNA-1	GO:0046872
UMM-S2847-22.1-mRNA-1	GO:0043565
UMM-S230-16.8-mRNA-1	GO:0043565
UMM-S2854-14.34-mRNA-1	GO:0072657
UMM-S2852-3.31-mRNA-1	GO:0004040
UMM-S60-24.30-mRNA-1	GO:0004040
UMM-S13-52.66-mRNA-1	GO:0004040
UMM-S60-24.36-mRNA-1	GO:0004040
UMA-S2854-14.41-mRNA-1	GO:0004040
UMM-S60-26.13-mRNA-1	GO:0004040
UMM-S139-6.1-mRNA-1	GO:0004040
UMS-S41-32.53-mRNA-1	GO:0004040
UMM-S139-1.33-mRNA-1	GO:0004040
UMM-S2854-14.27-mRNA-1	GO:0006661
UMM-S2854-15.7-mRNA-1	GO:0005524
UMA-S2854-15.50-mRNA-1	GO:1902647
UMM-S2854-15.34-mRNA-1	GO:0005634
UMM-S2854-15.1-mRNA-1	GO:0016197
UMM-S2854-15.36-mRNA-1	GO:0003995
UMM-S2854-15.9-mRNA-1	GO:0005741
UMM-S2854-15.10-mRNA-1	GO:0042395
UMM-S2854-15.12-mRNA-1	GO:0051642
UMM-S2854-15.45-mRNA-1	GO:0005634
UMS-S2854-16.38-mRNA-1	GO:0016020
UMM-S2854-16.33-mRNA-1	GO:0003700
UMM-S2854-16.23-mRNA-1	GO:0005762
UMM-S2854-16.24-mRNA-1	GO:0035269
UMM-S2854-16.72-mRNA-1	GO:0004725
UMM-S2854-17.34-mRNA-1	GO:0016020
UMM-S2854-17.39-mRNA-1	GO:0005634
UMM-S2854-17.19-mRNA-1	GO:0016021
UMM-S2854-17.35-mRNA-2	GO:0055114
UMM-S2854-17.15-mRNA-1	GO:0006470
UMM-S283-6.52-mRNA-1	GO:0004674
UMM-S2854-18.5-mRNA-1	GO:0004674
UMM-S440-2.123-mRNA-1	GO:0004674
UMM-S2854-18.29-mRNA-1	GO:0005615
UMM-S2854-18.24-mRNA-1	GO:0005739
UMM-S2854-18.26-mRNA-1	GO:0070840
UMM-S435-1.64-mRNA-1	GO:0005634
UMA-S60-37.50-mRNA-1	GO:0005581
UMM-S60-3.45-mRNA-1	GO:0016021
UMM-S60-37.62-mRNA-1	GO:0016021
UMM-S60-37.35-mRNA-1	GO:0005737
UMM-S394-1.35-mRNA-1	GO:0005737
UMA-S60-37.44-mRNA-1	GO:0005667
UMM-S2840-22.35-mRNA-1	GO:0016020
UMM-S60-37.67-mRNA-1	GO:0016020
UMM-S2840-30.18-mRNA-1	GO:0003735
UMM-S60-36.10-mRNA-1	GO:0003735
UMM-S60-36.59-mRNA-1	GO:0098542
UMM-S60-36.56-mRNA-1	GO:0016021
UMM-S60-36.6-mRNA-2	GO:0003677
UMA-S60-36.27-mRNA-1	GO:0008134
UMM-S60-36.4-mRNA-1	GO:0006468
UMS-S2844-27.25-mRNA-1	GO:0016020
UMA-S60-36.25-mRNA-1	GO:0016020
UMM-S60-36.0-mRNA-1	GO:0016020
UMM-S283-11.37-mRNA-1	GO:0016020
UMM-S60-35.16-mRNA-1	GO:0016021
UMA-S60-35.13-mRNA-1	GO:0016021
UMM-S60-36.52-mRNA-1	GO:0016787
UMM-S60-36.2-mRNA-1	GO:0016020
UMA-S60-34.24-mRNA-1	GO:0016020
UMM-S60-34.10-mRNA-1	GO:0017128
UMA-S2847-26.46-mRNA-1	GO:0005829
UMM-S60-33.21-mRNA-1	GO:0030163
UMS-S60-33.79-mRNA-1	GO:0016021
UMM-S60-33.44-mRNA-1	GO:0008483
UMM-S60-33.8-mRNA-1	GO:0003676
UMM-S60-33.19-mRNA-1	GO:0003735
UMM-S60-33.53-mRNA-1	GO:0008107
UMM-S2838-14.10-mRNA-1	GO:0007606
UMM-S2838-9.18-mRNA-1	GO:0007606
UMM-S60-33.42-mRNA-1	GO:0003677
UMM-S60-33.41-mRNA-1	GO:0016020
UMM-S41-47.9-mRNA-1	GO:0022627
UMS-S112-20.65-mRNA-1	GO:0006396
UMM-S112-20.20-mRNA-1	GO:0003924
UMA-S112-9.14-mRNA-1	GO:0002084
UMM-S112-20.2-mRNA-1	GO:0016567
UMM-S112-20.22-mRNA-1	GO:0005789
UMM-S112-20.32-mRNA-1	GO:0016020
UMM-S112-20.25-mRNA-1	GO:0006364
UMM-S112-20.35-mRNA-1	GO:0044666
UMM-S112-21.31-mRNA-1	GO:0040025
UMM-S112-21.26-mRNA-1	GO:0000790
UMM-S112-21.27-mRNA-1	GO:0006515
UMS-S112-21.25-mRNA-1	GO:0016020
UMM-S112-22.35-mRNA-1	GO:0000166
UMM-S112-23.23-mRNA-1	GO:0008270
UMM-S112-23.49-mRNA-2	GO:0005892
UMM-S112-23.24-mRNA-1	GO:0030154
UMM-S112-23.53-mRNA-1	GO:0031262
UMM-S112-24.26-mRNA-1	GO:0016197
UMM-S112-24.20-mRNA-1	GO:0006414
UMM-S112-24.21-mRNA-1	GO:0002181
UMM-S112-24.50-mRNA-1	GO:0035335
UMM-S112-24.29-mRNA-1	GO:0055070
UMM-S112-24.24-mRNA-3	GO:0005634
UMM-S112-24.30-mRNA-1	GO:0046872
UMM-S112-24.48-mRNA-1	GO:0000381
UMM-S259-4.22-mRNA-1	GO:0003824
UMA-S259-5.2-mRNA-1	GO:0005096
UMM-S259-5.78-mRNA-1	GO:0016020
UMM-S259-5.69-mRNA-1	GO:0005634
UMM-S259-5.79-mRNA-1	GO:0016021
UMM-S2845-17.19-mRNA-1	GO:0016021
UMM-S7-69.14-mRNA-1	GO:0016021
UMM-S259-5.81-mRNA-1	GO:0006729
UMM-S259-5.83-mRNA-1	GO:0016021
UMM-S259-5.75-mRNA-1	GO:0016020
UMM-S259-5.89-mRNA-1	GO:0050790
UMM-S259-5.76-mRNA-1	GO:1990423
UMA-S259-5.31-mRNA-1	GO:0016491
UMM-S259-6.0-mRNA-1	GO:0006397
UMM-S259-6.7-mRNA-2	GO:1904747
UMM-S259-6.49-mRNA-1	GO:0016301
UMM-S259-6.8-mRNA-1	GO:0015929
UMM-S259-6.50-mRNA-1	GO:0016021
UMM-S259-6.9-mRNA-1	GO:0016021
UMM-S259-6.4-mRNA-1	GO:0003676
UMM-S259-6.5-mRNA-1	GO:0016020
UMM-S2842-2.2-mRNA-2	GO:0016020
UMS-S259-7.44-mRNA-1	GO:1905488
UMM-S259-7.11-mRNA-1	GO:0016020
UMM-S259-7.0-mRNA-1	GO:0003677
UMM-S259-7.13-mRNA-2	GO:0016021
UMM-S259-7.82-mRNA-2	GO:0004331
UMS-S259-7.48-mRNA-1	GO:0016021
UMM-S259-7.4-mRNA-1	GO:0003824
UMM-S259-7.84-mRNA-1	GO:0042395
UMM-S259-7.85-mRNA-1	GO:0005730
UMM-S259-7.19-mRNA-1	GO:0003676
UMM-S259-7.73-mRNA-1	GO:0005509
UMS-S2847-14.16-mRNA-1	GO:0004867
UMM-S259-7.21-mRNA-1	GO:0016020
UMM-S259-7.8-mRNA-1	GO:0007186
UMM-S259-8.43-mRNA-2	GO:0016787
UMM-S259-8.40-mRNA-2	GO:0016020
UMM-S259-8.6-mRNA-3	GO:0016020
UMM-S259-8.41-mRNA-1	GO:0018996
UMM-S259-8.45-mRNA-1	GO:0004497
UMM-S259-8.9-mRNA-1	GO:0006811
UMM-S259-10.43-mRNA-1	GO:0016021
UMM-S259-9.0-mRNA-1	GO:0003676
UMS-S259-9.18-mRNA-1	GO:0003824
UMM-S259-9.11-mRNA-1	GO:0016746
UMM-S259-9.8-mRNA-1	GO:0016020
UMM-S259-9.14-mRNA-1	GO:0005509
UMA-S259-9.46-mRNA-1	GO:0016020
UMM-S259-9.73-mRNA-1	GO:0000977
UMM-S10-80.36-mRNA-1	GO:0070059
UMA-S421-1.51-mRNA-1	GO:0033169
UMM-S41-64.32-mRNA-1	GO:0008237
UMA-S41-64.108-mRNA-1	GO:0005634
UMM-S41-64.67-mRNA-1	GO:0004222
UMM-S41-65.11-mRNA-1	GO:0000139
UMM-S41-65.23-mRNA-1	GO:0004577
UMM-S41-65.24-mRNA-1	GO:0048188
UMA-S41-66.1-mRNA-1	GO:0050913
UMM-S41-67.24-mRNA-1	GO:1990817
UMS-S41-67.106-mRNA-1	GO:0016787
UMM-S41-67.71-mRNA-1	GO:0016787
UMM-S41-67.2-mRNA-1	GO:0016020
UMM-S41-67.26-mRNA-1	GO:0016020
UMM-S41-67.97-mRNA-1	GO:0016020
UMM-S2840-81.65-mRNA-1	GO:0016020
UMM-S41-67.78-mRNA-1	GO:0016020
UMM-S273-0.21-mRNA-1	GO:0016020
UMM-S2838-18.24-mRNA-2	GO:0016020
UMM-S2840-81.69-mRNA-1	GO:0016020
UMM-S2838-43.97-mRNA-1	GO:0016020
UMM-S398-4.154-mRNA-1	GO:0016020
UMM-S41-67.93-mRNA-1	GO:0003676
UMM-S2838-24.9-mRNA-1	GO:0016020
UMA-S2838-40.100-mRNA-1	GO:0005739
UMM-S2838-40.65-mRNA-1	GO:0005739
UMM-S2844-52.73-mRNA-1	GO:0016787
UMM-S2844-52.17-mRNA-1	GO:0003676
UMM-S2844-52.77-mRNA-1	GO:0051045
UMM-S2844-53.19-mRNA-1	GO:0051045
UMM-S2844-53.20-mRNA-1	GO:0016021
UMM-S7-82.25-mRNA-1	GO:0035461
UMM-S2844-53.3-mRNA-1	GO:0035461
UMM-S2844-53.36-mRNA-1	GO:0007606
UMM-S2838-46.119-mRNA-1	GO:0016020
UMM-S2844-53.26-mRNA-1	GO:0016021
UMM-S2838-46.101-mRNA-1	GO:0016021
UMM-S2844-53.15-mRNA-1	GO:0016021
UMM-S2838-46.102-mRNA-1	GO:0016021
UMM-S2844-53.27-mRNA-1	GO:0016020
UMM-S2844-53.40-mRNA-1	GO:0016021
UMM-S2844-53.30-mRNA-1	GO:0016020
UMS-S2844-53.67-mRNA-1	GO:0016020
UMM-S2844-53.31-mRNA-1	GO:0016021
UMM-S2844-54.39-mRNA-1	GO:0006508
UMM-S2844-54.18-mRNA-1	GO:0005764
UMM-S2844-54.38-mRNA-1	GO:0070836
UMM-S2844-54.44-mRNA-1	GO:0005525
UMM-S2844-54.45-mRNA-1	GO:0015986
UMM-S2844-55.23-mRNA-1	GO:0016787
UMM-S2844-55.29-mRNA-1	GO:0000413
UMM-S2844-55.24-mRNA-1	GO:0006281
UMM-S2844-55.26-mRNA-1	GO:0003924
UMM-S2844-55.31-mRNA-1	GO:0005634
UMM-S2844-55.32-mRNA-4	GO:0003824
UMM-S2844-56.34-mRNA-1	GO:1990817
UMM-S233-19.98-mRNA-1	GO:1990817
UMM-S2845-19.71-mRNA-1	GO:1990817
UMM-S2864-24.1-mRNA-1	GO:1990817
UMM-S2844-11.27-mRNA-1	GO:0043488
UMM-S2844-56.46-mRNA-1	GO:0043488
UMM-S2844-56.35-mRNA-1	GO:0016021
UMM-S2844-56.73-mRNA-1	GO:0008289
UMM-S2844-56.51-mRNA-1	GO:0016020
UMM-S2840-48.3-mRNA-1	GO:0003677
UMS-S2838-15.19-mRNA-1	GO:0003677
UMM-S2840-54.73-mRNA-1	GO:0000932
UMM-S2838-0.7-mRNA-1	GO:0000932
UMA-S2838-0.59-mRNA-1	GO:0055085
UMM-S2838-0.51-mRNA-1	GO:0000166
UMA-S2838-0.62-mRNA-1	GO:0000166
UMM-S2838-0.11-mRNA-1	GO:0008237
UMS-S41-49.63-mRNA-1	GO:0031205
UMM-S196-2.10-mRNA-1	GO:0031205
UMM-S2840-58.20-mRNA-1	GO:0031205
UMM-S2838-0.5-mRNA-1	GO:0031205
UMM-S2838-1.6-mRNA-1	GO:0016021
UMM-S2838-1.2-mRNA-1	GO:0005096
UMM-S41-62.46-mRNA-1	GO:0046872
UMM-S2838-1.13-mRNA-1	GO:0046872
UMS-S2838-2.57-mRNA-1	GO:0005244
UMM-S2838-2.10-mRNA-1	GO:0006414
UMA-S2838-2.28-mRNA-1	GO:0016020
UMM-S2838-2.44-mRNA-1	GO:0042302
UMM-S2838-3.29-mRNA-1	GO:0007268
UMA-S2838-3.37-mRNA-1	GO:0016740
UMA-S2838-3.39-mRNA-1	GO:0016020
UMM-S2838-1.72-mRNA-1	GO:0007165
UMM-S2838-1.86-mRNA-1	GO:0005634
UMS-S259-16.64-mRNA-1	GO:0018105
UMM-S2840-87.94-mRNA-1	GO:1904668
UMM-S397-1.26-mRNA-1	GO:0004674
UMM-S2838-4.40-mRNA-1	GO:0004674
UMM-S2838-4.32-mRNA-1	GO:0004725
UMM-S2838-4.36-mRNA-1	GO:0005576
UMS-S341-0.15-mRNA-1	GO:0005576
UMM-S2838-3.12-mRNA-1	GO:0004222
UMM-S2838-3.23-mRNA-1	GO:0015031
UMM-S2838-3.33-mRNA-1	GO:0016020
UMM-S2838-3.7-mRNA-1	GO:0005201
UMM-S2838-3.34-mRNA-1	GO:0005506
UMM-S2838-4.37-mRNA-1	GO:0000445
UMM-S2838-5.29-mRNA-1	GO:0005634
UMM-S2838-5.67-mRNA-1	GO:0016021
UMM-S2838-5.69-mRNA-1	GO:0016021
UMM-S2838-5.36-mRNA-1	GO:0005615
UMM-S2838-5.77-mRNA-1	GO:0005615
UMA-S2838-31.84-mRNA-1	GO:0004497
UMM-S2838-6.6-mRNA-1	GO:0046872
UMA-S2838-6.15-mRNA-1	GO:0016021
UMM-S2838-6.46-mRNA-1	GO:0016021
UMM-S2838-6.3-mRNA-1	GO:0016021
UMM-S2838-6.47-mRNA-1	GO:0005681
UMM-S2838-6.48-mRNA-1	GO:0055085
UMM-S2838-7.63-mRNA-1	GO:0005332
UMM-S394-4.71-mRNA-1	GO:0005332
UMS-S2838-7.1-mRNA-1	GO:0008289
UMM-S230-3.46-mRNA-1	GO:0004521
UMM-S2838-7.64-mRNA-1	GO:0004722
UMA-S2838-7.33-mRNA-1	GO:0106074
UMM-S2838-7.54-mRNA-1	GO:0060828
UMM-S139-28.8-mRNA-1	GO:0005737
UMM-S50-17.33-mRNA-1	GO:0031234
UMA-S50-17.10-mRNA-1	GO:1903829
UMM-S50-17.32-mRNA-1	GO:0006355
UMM-S50-16.10-mRNA-1	GO:0005634
UMM-S50-16.5-mRNA-1	GO:0016021
UMM-S50-16.4-mRNA-1	GO:0005524
UMM-S50-16.3-mRNA-1	GO:0016021
UMS-S50-16.40-mRNA-1	GO:0005737
UMM-S407-3.68-mRNA-1	GO:0016787
UMS-S50-16.37-mRNA-1	GO:0016787
UMM-S50-15.30-mRNA-1	GO:0000981
UMA-S50-23.14-mRNA-1	GO:0000981
UMA-S50-15.53-mRNA-1	GO:0008270
UMS-S50-15.11-mRNA-1	GO:0010468
UMM-S50-15.58-mRNA-1	GO:0046983
UMM-S50-15.32-mRNA-1	GO:0005634
UMM-S13-10.57-mRNA-1	GO:0003723
UMM-S50-14.17-mRNA-1	GO:0004930
UMM-S50-14.15-mRNA-1	GO:0005096
UMM-S50-14.2-mRNA-1	GO:0043186
UMS-S50-14.69-mRNA-1	GO:0006886
UMM-S50-14.31-mRNA-1	GO:0016020
UMM-S50-14.1-mRNA-1	GO:0005524
UMM-S50-14.11-mRNA-1	GO:0004252
UMM-S50-14.9-mRNA-1	GO:0016021
UMM-S50-14.8-mRNA-1	GO:0006633
UMM-S50-14.7-mRNA-1	GO:0020037
UMM-S50-13.54-mRNA-3	GO:0016020
UMM-S50-13.44-mRNA-1	GO:0016020
UMM-S50-13.52-mRNA-1	GO:0043005
UMM-S50-13.51-mRNA-1	GO:0004725
UMM-S387-5.78-mRNA-1	GO:0016787
UMS-S50-13.62-mRNA-1	GO:0016787
UMM-S50-13.49-mRNA-1	GO:0051015
UMM-S50-13.40-mRNA-1	GO:0005794
UMM-S50-13.48-mRNA-1	GO:0004478
UMM-S50-13.38-mRNA-1	GO:0003677
UMM-S50-13.37-mRNA-1	GO:0005634
UMM-S50-12.35-mRNA-1	GO:0016020
UMM-S283-11.49-mRNA-1	GO:0016020
UMM-S50-12.43-mRNA-1	GO:0015914
UMM-S50-12.34-mRNA-1	GO:0016747
UMM-S196-17.37-mRNA-1	GO:0016020
UMM-S50-12.42-mRNA-3	GO:0016020
UMM-S50-12.64-mRNA-1	GO:0003779
UMM-S50-12.53-mRNA-1	GO:0005887
UMM-S50-12.30-mRNA-1	GO:0016758
UMM-S50-12.38-mRNA-1	GO:0016020
UMM-S50-12.29-mRNA-1	GO:0004715
UMM-S50-12.37-mRNA-1	GO:0016020
UMA-S50-12.70-mRNA-1	GO:0007602
UMS-S50-11.62-mRNA-1	GO:0016787
UMM-S50-11.15-mRNA-1	GO:0006777
UMM-S50-11.14-mRNA-1	GO:0016021
UMM-S50-11.12-mRNA-2	GO:0016316
UMM-S50-11.7-mRNA-1	GO:0034464
UMM-S50-11.10-mRNA-1	GO:0016020
UMM-S50-11.5-mRNA-1	GO:0004888
UMM-S2840-3.47-mRNA-1	GO:0016020
UMM-S41-41.49-mRNA-1	GO:0016020
UMM-S50-11.1-mRNA-1	GO:0005634
UMM-S50-11.0-mRNA-1	GO:0003824
UMM-S2840-80.87-mRNA-1	GO:0007606
UMM-S50-10.73-mRNA-1	GO:0007606
UMM-S50-10.7-mRNA-1	GO:0003824
UMM-S50-10.71-mRNA-1	GO:0016020
UMM-S50-10.70-mRNA-1	GO:0003924
UMA-S50-10.41-mRNA-1	GO:0006886
UMM-S50-10.69-mRNA-1	GO:0009949
UMM-S50-10.68-mRNA-1	GO:0005680
UMM-S50-25.47-mRNA-1	GO:0016021
UMM-S387-5.75-mRNA-1	GO:0016020
UMM-S50-10.57-mRNA-1	GO:0016020
UMM-S50-10.16-mRNA-1	GO:0003729
UMM-S50-9.33-mRNA-1	GO:0016021
UMS-S50-10.82-mRNA-1	GO:0003924
UMM-S50-10.14-mRNA-1	GO:0003924
UMA-S50-10.32-mRNA-1	GO:0004970
UMM-S50-10.65-mRNA-1	GO:0016021
UMM-S50-10.8-mRNA-1	GO:0003723
UMM-S50-9.38-mRNA-1	GO:0004108
UMM-S50-9.22-mRNA-1	GO:0008033
UMM-S50-9.23-mRNA-1	GO:0008033
UMM-S285-11.2-mRNA-1	GO:0042302
UMM-S50-9.56-mRNA-1	GO:0042302
UMM-S50-8.53-mRNA-1	GO:0042302
UMA-S2840-28.11-mRNA-1	GO:0005840
UMA-S2864-17.34-mRNA-1	GO:0005840
UMM-S230-14.12-mRNA-1	GO:0005840
UMM-S50-8.45-mRNA-1	GO:0004867
UMM-S112-12.1-mRNA-1	GO:0004867
UMM-S50-8.35-mRNA-1	GO:0046592
UMM-S50-8.34-mRNA-1	GO:0016491
UMM-S50-8.25-mRNA-1	GO:0016787
UMA-S442-1.32-mRNA-1	GO:0016787
UMM-S50-8.46-mRNA-1	GO:0020037
UMM-S50-7.32-mRNA-1	GO:0008305
UMM-S50-7.31-mRNA-1	GO:0004553
UMM-S50-7.49-mRNA-1	GO:0046872
UMM-S50-7.26-mRNA-1	GO:0035556
UMM-S50-7.38-mRNA-1	GO:0016627
UMM-S50-7.47-mRNA-1	GO:0005635
UMM-S50-6.41-mRNA-1	GO:0003824
UMM-S50-6.30-mRNA-1	GO:0022625
UMM-S50-6.60-mRNA-1	GO:0008121
UMM-S50-6.47-mRNA-1	GO:0016021
UMM-S50-6.38-mRNA-1	GO:0003756
UMM-S50-6.28-mRNA-1	GO:0003824
UMM-S50-6.45-mRNA-1	GO:0046872
UMM-S50-6.55-mRNA-1	GO:0004332
UMM-S50-6.35-mRNA-1	GO:0006468
UMM-S50-6.23-mRNA-1	GO:0003735
UMS-S50-6.1-mRNA-1	GO:0005887
UMS-S50-5.20-mRNA-1	GO:0005581
UMM-S50-5.68-mRNA-1	GO:0005856
UMA-S50-5.61-mRNA-1	GO:0016020
UMM-S50-5.66-mRNA-1	GO:0016491
UMM-S50-5.39-mRNA-1	GO:0005634
UMM-S50-5.65-mRNA-1	GO:0030833
UMM-S50-4.49-mRNA-1	GO:0003723
UMA-S50-4.6-mRNA-1	GO:0055085
UMM-S50-4.21-mRNA-1	GO:0055085
UMM-S50-4.39-mRNA-1	GO:0055114
UMM-S50-4.38-mRNA-1	GO:0008134
UMM-S50-3.87-mRNA-6	GO:0032040
UMM-S50-3.59-mRNA-1	GO:0005524
UMM-S66-45.18-mRNA-1	GO:0019005
UMM-S50-3.78-mRNA-1	GO:0005929
UMM-S50-3.69-mRNA-1	GO:0007064
UMM-S2868-2.29-mRNA-1	GO:0005829
UMM-S50-3.68-mRNA-1	GO:0005829
UMA-S50-3.40-mRNA-1	GO:0016020
UMM-S50-3.84-mRNA-1	GO:0010603
UMM-S50-3.75-mRNA-1	GO:1990502
UMM-S50-3.83-mRNA-1	GO:0042254
UMM-S50-3.82-mRNA-1	GO:0098869
UMM-S50-3.62-mRNA-1	GO:0019825
UMA-S50-3.33-mRNA-1	GO:0046983
UMM-S50-2.3-mRNA-1	GO:0004722
UMM-S50-2.11-mRNA-1	GO:0005509
UMM-S50-2.2-mRNA-1	GO:0000289
UMM-S50-2.1-mRNA-2	GO:0060271
UMM-S50-2.21-mRNA-2	GO:0043161
UMA-S50-2.35-mRNA-1	GO:0016021
UMS-S2840-85.58-mRNA-1	GO:0005509
UMM-S50-2.0-mRNA-1	GO:0005509
UMS-S50-1.32-mRNA-1	GO:1990124
UMA-S50-1.97-mRNA-1	GO:0005789
UMM-S50-1.49-mRNA-1	GO:0005794
UMM-S50-1.36-mRNA-1	GO:0006511
UMM-S50-1.44-mRNA-1	GO:0003824
UMM-S50-1.34-mRNA-1	GO:0016740
UMM-S50-1.33-mRNA-1	GO:0005509
UMM-S50-0.8-mRNA-1	GO:0016021
UMA-S50-0.25-mRNA-1	GO:0006289
UMM-S50-0.14-mRNA-1	GO:0007419
UMM-S7-28.6-mRNA-1	GO:0016021
UMM-S7-29.14-mRNA-1	GO:0005783
UMS-S7-29.25-mRNA-1	GO:0006121
UMM-S7-29.20-mRNA-1	GO:0050662
UMM-S7-30.0-mRNA-1	GO:0005576
UMM-S2840-49.6-mRNA-1	GO:0005576
UMM-S7-30.52-mRNA-1	GO:0005576
UMM-S7-30.54-mRNA-1	GO:0005634
UMM-S7-30.7-mRNA-1	GO:0005634
